"timestamp","Gateway [0]","Gateway [0]","Gateway [0]","Gateway [0]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [276]"
"America/New_York (-04:00)","VRM Log time offset","ESS Scheduled Charging","Relay 1 state","CCGX Relay 2 state","Phase rotation","Input voltage phase 1","Input current phase 1","Input frequency 1","Input power 1","Output voltage phase 1","Output current phase 1","Output frequency","Output power 1","Voltage","Current","Battery temperature","Active input","Active input current limit","VE.Bus state","VE.Bus Error","Switch Position","Temperature","Low battery","Overload","Temperatur sensor alarm","Voltage sensor alarm","High DC Ripple","Temperature L1","Low battery L1","Overload L1","High DC Ripple L1","Temperature L2","Low battery L2","Overload L2","High DC Ripple L2","Temperature L3","Low battery L3","Overload L3","High DC Ripple L3","Charge state","Minimum cell temperature","Maximum cell temperature","Voltage","Current","Battery temperature","State of charge","State of health","CVL - Charge Voltage Limit","DVL - Discharge Voltage Limit","CCL - Charge Current Limit","DCL - Discharge Current Limit","Low voltage alarm","High voltage alarm","Low battery temperature alarm","High battery temperature alarm","Cell Imbalance alarm","High charge current alarm","High discharge current alarm","High charge temperature alarm","Low charge temperature alarm","Internal error alarm","Minimum cell voltage","Maximum cell voltage","Voltage","Current","Battery watts","Load state","Charger on/off","Charge state","PV voltage","PV current","PV power","MPPT State","Relay on the charger","Yield today","Maximum charge power today","Yield yesterday","Maximum charge power yesterday","Error code","User yield","AC-Input","PV - DC-coupled","AC Consumption L1","Grid L1","DC System","Voltage","Current","VE.Bus charge current","Battery Power","VE.Bus charge power","Battery State of Charge","Battery state","DVCC Multiple batteries alarm","GX Error #48 DVCC with incompatible firmware","#1 Low SOC; discharge disabled","#2 BatteryLife is active","#3 Charge disabled by BMS","#4 Discharge disabled by BMS","#5 Slow charge is active","#6 Charge disabled by user setting","#7 Discharge disabled by user setting","Grid alarm"
"","s","","","","","V","A","Hz","W","V","A","Hz","W","V","A","C","","A","","","","","","","","","","","","","","","","","","","","","","","C","C","V","A","C","%","%","V","V","A","A","","","","","","","","","","","V","V","V","A","W","","","","V","","","","","kWh","W","kWh","W","","kWh","","W","W","W","W","V","A","A","W","W","%","","","","","","","","","","",""
"2022-06-11 00:05:42","1","Not active","Open","Open","Ok","118.7","19.1","60.31","2279","118.7","1.4","60.1","169","27.05","67.8","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","59.40","27","88.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.39","27.06","0.0","0","On","On","Off","0.05","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","169","2279","199","27.05","60.40","67.8","1633.000000","2116","88.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:06:41","2","Not active","Open","Open","Ok","118.7","19.1","60.31","2272","118.7","1.0","59.9","132","27.06","68.3","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.07","64.20","27","88.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.39","27.07","0.0","0","On","On","Off","0.09","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","130","2245","111","27.07","64.20","68.3","1737.000000","2115","88.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:07:41","2","Not active","Open","Open","Ok","118.7","19.1","60.31","2224","118.7","0.9","59.9","110","27.04","67.5","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","61.90","27","89.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.40","27.06","0.0","0","On","On","Off","0.11","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","110","2224","151","27.05","61.90","67.5","1674.000000","2118","89.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:08:41","0","Not active","Open","Open","Ok","118.7","18.8","60.31","2228","118.7","0.8","59.9","109","27.05","68.1","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","62.80","27","89.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.40","27.04","0.0","0","On","On","Off","0.13","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","109","2228","144","27.05","62.80","68.1","1698.000000","2114","89.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:09:41","1","Not active","Open","Open","Ok","118.7","18.8","60.31","2237","118.7","0.8","60.1","117","27.06","67.8","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","62.70","27","89.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.39","27.06","0.0","0","On","On","Off","0.12","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","117","2237","139","27.05","62.70","67.8","1696.000000","2121","89.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:10:41","1","Not active","Open","Open","Ok","118.3","19.4","60.31","2248","118.3","1.3","60.1","134","27.05","67.5","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","63.20","28","89.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.38","3.39","27.04","0.0","0","On","On","Off","0.12","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","134","2248","117","27.05","63.20","67.5","1709.000000","2121","89.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:11:41","1","Not active","Open","Open","Ok","118.7","18.8","60.31","2235","118.7","0.9","60.1","124","27.06","67.4","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.05","64.20","28","89.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.37","3.39","27.05","0.0","0","On","On","Off","0.12","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","124","2235","93","27.05","64.20","67.6","1736.000000","2111","89.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
"2022-06-11 00:12:57","1","Not active","Open","Open","Ok","118.7","18.8","60.31","2234","118.7","0.9","59.9","126","27.06","67.2","26","AC Input 1","30.00","Bulk","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk",,,"27.06","64.40","28","90.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.38","3.40","27.08","0.0","0","On","On","Off","0.12","0.0","0","Off","Open","0.76","594","0.00","79","No error","234.64","Grid","0","126","2234","77","27.06","64.40","67.2","1742.000000","2105","90.0","charging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok"
