time,rec-q-can.CVL.V,rec-q-can.CCL.A,rec-q-can.DVL.V,rec-q-can.DCL.A,rec-q-can.SOC.%,rec-q-can.SOH.%,rec-q-can.SOC_HR.%,rec-q-can.Battery Voltage.V,rec-q-can.Battery Current.A,rec-q-can.Battery Temp.C,rec-q-can.Min Cell Voltage.V,rec-q-can.Max Cell Voltage.V,rec-q-can.Min Temperature.C,rec-q-can.Max Temperature.C,rec-q-can.Rated Capacity.AH,rec-q-can.Remaining Capacity.AH,rec-q-can.Warning Bits.binary,rec-q-can.Alarm Bits.binary
2022-06-11 05:24:40.157650,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.4,27.5,3.378,3.401,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:41.160113,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.4,27.5,3.378,3.401,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:42.162816,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.375,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:43.166213,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.375,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:44.169547,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.375,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:45.172735,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:46.175830,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:47.178292,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:48.181548,28.1,279.9,23.1,279.9,92,100,0.0,27.08,63.6,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:49.184904,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.375,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:50.188195,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.375,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:51.191345,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.1,27.5,3.375,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:52.193600,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:53.196197,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:54.198967,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.9,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:55.202203,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.9,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:56.205407,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.9,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:57.207724,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.0,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:58.210937,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:24:59.214123,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:00.217303,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:01.220717,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:02.223113,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.4,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:03.226349,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.4,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:04.229427,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.4,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:05.231832,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.8,27.5,3.377,3.401,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:06.234279,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.8,27.5,3.377,3.401,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:07.241083,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.377,3.401,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:08.244539,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:09.247837,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.5,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:10.250264,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:11.253480,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:12.256424,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.377,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:13.258891,28.1,279.9,23.1,279.9,92,100,0.0,27.08,63.1,27.5,3.377,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:14.262193,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.377,3.395,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:15.265511,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:16.268829,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:17.271826,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.5,27.5,3.371,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:18.274026,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.375,3.398,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:19.276689,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.375,3.398,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:20.280100,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.2,27.5,3.375,3.398,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:21.283641,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:22.286918,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:23.289272,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:24.292549,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:25.296004,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.9,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:26.300595,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.9,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:27.304376,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.9,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:28.306909,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.9,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:29.310335,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.2,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:30.313462,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.2,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:31.316062,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.1,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:32.319014,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:33.321533,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:34.324625,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.6,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:35.327867,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.8,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:36.331086,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:37.334301,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:38.337169,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.9,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:39.340470,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.2,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:40.343683,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.2,27.5,3.378,3.393,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:41.346809,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.378,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:42.350108,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.378,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:43.352713,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.378,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:44.355163,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.6,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:45.357981,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.6,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:46.361459,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.1,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:47.365133,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.7,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:48.368259,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.1,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:49.370841,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.1,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:50.374088,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.9,27.5,3.371,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:51.377248,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.378,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:52.380039,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.5,27.5,3.378,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:53.383237,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.5,27.5,3.378,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:54.385788,28.1,279.9,23.1,279.9,92,100,0.0,27.11,62.8,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:55.389323,28.1,279.9,23.1,279.9,92,100,0.0,27.11,62.8,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:56.391886,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.5,27.5,3.374,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:57.394418,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.7,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:58.397506,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.7,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:25:59.399877,28.1,279.9,23.1,279.9,92,100,0.0,27.1,62.8,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:00.403185,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.375,3.395,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:01.406458,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.7,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:02.409553,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.2,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:03.412926,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.374,3.399,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:04.416571,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.375,3.398,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:05.420288,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.375,3.398,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:06.423651,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.375,3.398,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:07.426912,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.4,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:08.429953,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.4,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:09.432515,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.2,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:10.435169,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.3,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:11.438413,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.3,27.5,3.377,3.393,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:12.441705,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.1,27.5,3.377,3.393,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:13.444857,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.377,3.393,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:14.447945,28.1,279.9,23.1,279.9,92,100,0.0,27.09,62.8,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:15.450569,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.4,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:16.453855,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.4,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:17.457311,28.1,279.9,23.1,279.9,92,100,0.0,27.11,63.1,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:18.460477,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:19.463620,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:20.466162,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:21.468985,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.3,27.5,3.378,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:22.471600,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.0,27.5,3.378,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:23.474454,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.0,27.5,3.378,3.399,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:24.477757,28.1,279.9,23.1,279.9,92,100,0.0,27.08,62.3,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:25.480166,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.0,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:26.482925,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.2,27.5,3.377,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:27.486149,28.1,279.9,23.1,279.9,92,100,0.0,27.09,63.2,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:28.489375,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.6,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:29.492733,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.6,27.5,3.377,3.404,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:30.495641,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.6,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:31.498799,28.1,279.9,23.1,279.9,92,100,0.0,27.09,64.7,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:32.502070,28.1,279.9,23.1,279.9,92,100,0.0,27.09,64.7,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:33.505265,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.8,27.5,3.377,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:34.507902,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.3,27.5,3.377,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:35.510795,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.3,27.5,3.377,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:36.513509,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.4,27.5,3.377,3.396,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:37.516725,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.2,27.5,3.378,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:38.519932,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.2,27.5,3.378,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:39.523200,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.0,27.5,3.378,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:40.526106,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.2,27.5,3.374,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:41.529268,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.9,27.5,3.374,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:42.532570,28.1,279.9,23.1,279.9,92,100,0.0,27.1,63.9,27.5,3.374,3.402,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:43.536105,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.8,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:44.539562,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.3,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:45.542528,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.3,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:46.544917,28.1,279.9,23.1,279.9,92,100,0.0,27.09,64.6,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:47.547444,28.1,279.9,23.1,279.9,92,100,0.0,27.09,64.6,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:48.549954,28.1,279.9,23.1,279.9,92,100,0.0,27.11,65.3,27.5,3.378,3.404,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:49.552889,28.1,279.9,23.1,279.9,92,100,0.0,27.12,64.2,27.5,3.374,3.401,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:50.556290,28.1,279.9,23.1,279.9,92,100,0.0,27.12,64.2,27.5,3.374,3.401,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:51.558755,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.5,27.5,3.374,3.401,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:52.562273,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.5,27.5,3.374,3.401,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:53.566185,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.4,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:54.569757,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.4,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:55.572838,28.1,279.9,23.1,279.9,92,100,0.0,27.1,64.8,27.5,3.378,3.396,27,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
2022-06-11 05:26:56.575528,28.1,279.9,23.1,279.9,92,100,0.0,27.11,64.7,27.5,3.374,3.402,26,27,560,558,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000
