time,rd6018.Voltage Setting.V,rd6018.Current Setting.A,rd6018.Voltage Output.V,rd6018.Current Output.A,rd6018.Power Output.W,rd6018.External Temperature.C,ut61e.Pack_Voltage.V,rec-q-binary.internal_relay.binary,rec-q-binary.charge_enable.binary,rec-q-binary.system_plus.binary,rec-q-binary.contactor.binary,rec-q-can.CVL.V,rec-q-can.CCL.A,rec-q-can.DVL.V,rec-q-can.DCL.A,rec-q-can.SOC.%,rec-q-can.SOH.%,rec-q-can.SOC_HR.%,rec-q-can.Battery Voltage.V,rec-q-can.Battery Current.A,rec-q-can.Battery Temp.C,rec-q-can.Min Cell Voltage.V,rec-q-can.Max Cell Voltage.V,rec-q-can.Min Temperature.C,rec-q-can.Max Temperature.C,rec-q-can.Rated Capacity.AH,rec-q-can.Remaining Capacity.AH,rec-q-can.Warning Bits.binary,rec-q-can.Alarm Bits.binary
2022-03-06 15:52:45.683262,29.2,18.0,26.72,17.98,480.42,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.49,6536.0,16.0,3.309,3.315,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:46.686574,29.2,18.0,26.72,17.98,480.42,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.49,6536.0,16.0,3.309,3.315,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:47.689118,29.2,18.0,26.72,17.98,480.42,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.315,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:48.691836,29.2,18.0,26.72,17.98,480.42,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.315,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:49.694870,29.2,18.0,26.73,17.98,480.6,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:50.698393,29.2,18.0,26.73,17.98,480.6,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:51.702592,29.2,18.0,26.73,17.98,480.6,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:52.705259,29.2,18.0,26.73,17.98,480.6,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:53.708893,29.2,18.0,26.73,17.98,480.6,16,26.47,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:54.712394,29.2,18.0,26.73,17.98,480.6,16,26.48,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
2022-03-06 15:52:55.716120,29.2,18.0,26.73,17.98,480.6,16,26.48,1,1,0,1,28.7,70.0,23.1,100.0,0,100,0.99,26.5,6536.0,16.0,3.309,3.318,16,16,560,6,00000000 00000000 10000000 00001010,10101000 10100000 10000010 00000000
