time,ut61e.Cell_Voltage.V
2022-03-09 18:13:35.137126,3.5540000000000003
2022-03-09 18:13:36.140593,3.5540000000000003
2022-03-09 18:13:37.143171,3.5540000000000003
2022-03-09 18:13:38.145356,3.5540000000000003
2022-03-09 18:13:39.148072,3.5540000000000003
2022-03-09 18:13:40.150619,3.5540000000000003
2022-03-09 18:13:41.153350,3.5540000000000003
2022-03-09 18:13:42.156061,3.5540000000000003
2022-03-09 18:13:43.158517,3.5540000000000003
2022-03-09 18:13:44.161350,3.5540000000000003
2022-03-09 18:13:45.164383,3.5540000000000003
2022-03-09 18:13:46.167329,3.5540000000000003
2022-03-09 18:13:47.170115,3.5540000000000003
2022-03-09 18:13:48.172399,3.5540000000000003
2022-03-09 18:13:49.175203,3.5540000000000003
2022-03-09 18:13:50.177735,3.5540000000000003
2022-03-09 18:13:51.180008,3.5540000000000003
2022-03-09 18:13:52.182323,3.5540000000000003
2022-03-09 18:13:53.184772,3.5540000000000003
2022-03-09 18:13:54.187621,3.5540000000000003
2022-03-09 18:13:55.190318,3.5540000000000003
2022-03-09 18:13:56.193162,3.5540000000000003
2022-03-09 18:13:57.196873,3.5540000000000003
2022-03-09 18:13:58.199584,3.5540000000000003
2022-03-09 18:13:59.202262,3.5540000000000003
2022-03-09 18:14:00.204946,3.5540000000000003
2022-03-09 18:14:01.207644,3.5540000000000003
2022-03-09 18:14:02.210431,3.553
2022-03-09 18:14:03.212608,3.5540000000000003
2022-03-09 18:14:04.214761,3.5540000000000003
2022-03-09 18:14:05.216966,3.5540000000000003
2022-03-09 18:14:06.219641,3.5540000000000003
2022-03-09 18:14:07.222320,3.5540000000000003
2022-03-09 18:14:08.224430,3.557
2022-03-09 18:14:09.227136,3.557
2022-03-09 18:14:10.230012,3.559
2022-03-09 18:14:11.232854,3.559
2022-03-09 18:14:12.235994,3.559
2022-03-09 18:14:13.238328,3.559
2022-03-09 18:14:14.240986,3.559
2022-03-09 18:14:15.243822,3.559
2022-03-09 18:14:16.245947,3.56
2022-03-09 18:14:17.248250,3.56
2022-03-09 18:14:18.250400,3.56
2022-03-09 18:14:19.252803,3.56
2022-03-09 18:14:20.255663,3.56
2022-03-09 18:14:21.258589,3.56
2022-03-09 18:14:22.261367,3.56
2022-03-09 18:14:23.263721,3.56
2022-03-09 18:14:24.266141,3.56
2022-03-09 18:14:25.269035,3.56
2022-03-09 18:14:26.271796,3.56
2022-03-09 18:14:27.274771,3.56
2022-03-09 18:14:28.277355,3.561
2022-03-09 18:14:29.279833,3.561
2022-03-09 18:14:30.282081,3.561
2022-03-09 18:14:31.284548,3.561
2022-03-09 18:14:32.287328,3.561
2022-03-09 18:14:33.289994,3.561
2022-03-09 18:14:34.292114,3.561
2022-03-09 18:14:35.294844,3.561
2022-03-09 18:14:36.297611,3.561
2022-03-09 18:14:37.300291,3.561
