"timestamp","Gateway [0]","Gateway [0]","Gateway [0]","Gateway [0]","Gateway [0]","Gateway [0]","Gateway [0]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","VE.Bus System [276]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Battery Monitor [512]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","Solar Charger [279]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [0]","System overview [276]","Generator start/stop [0]","Temperature sensor [28]","Temperature sensor [28]","Temperature sensor [28]","Temperature sensor [29]","Temperature sensor [29]","Temperature sensor [29]","Temperature sensor [30]","Temperature sensor [30]","Temperature sensor [30]","Temperature sensor [31]","Temperature sensor [31]","Temperature sensor [31]","Alternator [0]","Alternator [0]","Alternator [0]","Alternator [0]","Alternator [0]"
"2022-12-31 00:02:40","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","60.1","6","26.21","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.80","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.20","0.0","0","On","On","Off","1.72","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-178.000000","-6","Inverting","144","-6.80","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.6","OK","80.4","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","38.0","26.23","21.0","External control","0","83"
"2022-12-31 00:02:50","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","59.9","5","26.20","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.60","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.22","0.0","0","On","On","Off","1.70","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","5","26.21","-175.000000","-5","Inverting","141","-6.70","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.6","OK","80.4","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","37.6","26.23","21.0","External control","0","83"
"2022-12-31 00:03:15","2","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","60.1","6","26.20","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.80","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.21","0.0","0","On","On","Off","1.76","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-178.000000","-6","Inverting","144","-6.80","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.6","OK","80.4","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","37.3","26.23","21.0","External control","0","83"
"2022-12-31 00:04:16","2","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","60.1","6","26.21","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-5.10","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.21","0.0","0","On","On","Off","1.75","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-131.000000","-6","Inverting","97","-5.00","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.5","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","36.2","26.23","21.0","External control","0","83"
"2022-12-31 00:04:21","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","59.9","6","26.21","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.22","-5.00","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.23","0.0","0","On","On","Off","1.71","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.22","-131.000000","-6","Inverting","97","-5.00","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.5","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","36.2","26.23","21.0","External control","0","83"
"2022-12-31 00:04:30","2","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.9","0.1","60.1","6","26.22","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.22","-4.80","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.21","0.0","0","On","On","Off","1.76","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.22","-125.000000","-6","Inverting","91","-4.80","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.5","25.4","OK","51.4","-16.9","OK","70.2","6.1","OK","36.3","26.24","21.0","External control","0","83"
"2022-12-31 00:05:15","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","59.9","6","26.21","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-7.00","24","68.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.20","0.0","0","On","On","Off","1.77","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-180.000000","-6","Inverting","146","-6.90","-1.3","68.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.6","25.4","OK","51.4","-16.9","OK","70.2","6.1","OK","37.3","26.23","21.0","External control","0","83"
"2022-12-31 00:06:16","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.9","0.1","59.9","6","26.20","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.80","24","67.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.21","0.0","0","On","On","Off","1.77","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-178.000000","-6","Inverting","144","-6.80","-1.3","67.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.7","25.4","OK","51.4","-16.9","OK","70.2","6.1","OK","37.8","26.23","21.0","External control","0","83"
"2022-12-31 00:06:21","0","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","60.1","6","26.21","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.70","24","67.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.20","0.0","0","On","On","Off","1.77","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-175.000000","-6","Inverting","141","-6.70","-1.3","67.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.7","25.4","OK","51.4","-16.9","OK","70.2","6.1","OK","37.8","26.23","21.0","External control","0","83"
"2022-12-31 00:06:30","1","Not active","Closed","State of Charge",,,"Open","Ok","0.0","0.0","0.00","0","119.7","0.1","60.1","6","26.20","-1.3","22","Disconnected","30.00","Inverting","No error","On","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Ok","Bulk","Not ignored","23","24","26.21","-6.90","24","67.0","100.0","28.1","23.1","279.9","279.9","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","No alarm","3.28","3.28","26.21","0.0","0","On","On","Off","1.75","0","Off","Open","0.00","0","1.34","541","No error","500.59","0","6","26.21","-180.000000","-6","Inverting","146","-6.90","-1.3","67.0","discharging","No alarm","No alarm","Off","Off","Off","Off","Off","Off","Off","Grid ok","No alarm","20.5","OK","80.7","25.4","OK","51.3","-16.9","OK","70.2","6.1","OK","37.6","26.23","21.0","External control","0","83"
