time,rec-q-can.CVL.V,rec-q-can.CCL.A,rec-q-can.DVL.V,rec-q-can.DCL.A,rec-q-can.SOC.%,rec-q-can.SOH.%,rec-q-can.SOC_HR.%,rec-q-can.Battery Voltage.V,rec-q-can.Battery Current.A,rec-q-can.Battery Temp.C,rec-q-can.Min Cell Voltage.V,rec-q-can.Max Cell Voltage.V,rec-q-can.Min Temperature.C,rec-q-can.Max Temperature.C,rec-q-can.Rated Capacity.AH,rec-q-can.Remaining Capacity.AH,rec-q-can.Warning Bits.binary,rec-q-can.Alarm Bits.binary,ws-can.CVT.V,ws-can.CCT.A,ws-can.CV.V,ws-can.Alternator Temperature.C,ws-can.Alternator Speed.RPM,ws-can.Engine Speed.RPM,ws-can.Field Drive.%
2023-03-06 14:20:55.538274,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.6,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:20:56.541341,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:20:57.544325,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:20:58.547403,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.9,27.0,3.371,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:20:59.550287,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.9,27.0,3.371,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:00.553215,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.3,27.0,3.371,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:01.556148,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:02.559104,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:03.562161,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:04.564468,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.8,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:05.566839,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:06.569233,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:07.572237,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:08.575279,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.6,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:09.578280,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.6,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:10.581165,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:11.584264,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:12.587186,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.8,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:13.594101,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:14.596976,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:15.599815,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:16.602707,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.9,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:17.605315,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.8,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:18.607478,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.8,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:19.609855,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:20.612833,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.5,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:21.615800,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.5,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:22.618812,27.6,279.9,23.1,279.9,94,100,0.0,27.02,56.9,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:23.621776,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.6,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:24.624755,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:25.627746,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:26.630928,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:27.633891,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.4,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:28.636814,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.1,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:29.639465,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.7,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:30.641726,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:31.644055,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:32.646715,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:33.649633,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.374,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:34.652767,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.6,27.0,3.374,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:35.655798,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.374,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:36.658717,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.9,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:37.661642,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.9,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:38.664570,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.9,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:39.667485,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.9,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:40.670380,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.9,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:41.673275,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.9,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:42.679514,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:43.681797,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:44.684179,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.5,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:45.687064,27.6,279.9,23.1,279.9,94,100,0.0,27.03,56.5,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:46.689998,27.6,279.9,23.1,279.9,94,100,0.0,27.02,56.7,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:47.692962,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:48.695874,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.5,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:49.699011,27.6,279.9,23.1,279.9,94,100,0.0,27.05,56.5,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:50.702035,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.5,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:51.704908,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:52.707781,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.7,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:53.710659,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:54.713595,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:55.716053,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.4,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:56.718336,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.4,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:57.720707,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.4,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:58.723607,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.9,27.0,3.372,3.386,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:21:59.726522,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.5,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:00.729422,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:01.732403,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:02.735365,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.1,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:03.738234,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.5,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:04.741226,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.5,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:05.744142,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:06.747026,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:07.749904,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.3,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:08.752320,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.8,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:09.754687,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.4,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:10.757212,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.4,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:11.760048,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.4,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:12.763087,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.1,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:13.765897,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:14.768621,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:15.771333,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:16.774117,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:17.777012,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:18.779746,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.4,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:19.782650,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.4,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:20.785206,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.1,27.0,3.368,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:21.787236,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.3,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:22.789256,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.3,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:23.791638,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:24.794436,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.1,27.0,3.372,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:25.797176,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.1,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:26.799998,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:27.802913,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.2,27.0,3.372,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:28.805777,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.4,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:29.808556,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.4,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:30.811364,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:31.814106,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.1,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:32.816967,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.1,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:33.820322,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:34.823206,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.3,27.0,3.374,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:35.825808,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.3,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:36.828740,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.1,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:37.831913,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.371,3.389,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:38.834926,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.0,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:39.837913,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:40.840902,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:41.847557,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.0,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:42.850724,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.2,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:43.853648,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.1,27.0,3.372,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:44.856479,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:45.859388,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:46.862641,27.6,279.9,23.1,279.9,94,100,0.0,27.04,56.8,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:47.865476,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.3,27.0,3.374,3.387,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:48.868311,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.1,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:49.871415,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.5,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:50.874169,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.5,27.0,3.372,3.392,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:51.876939,27.6,279.9,23.1,279.9,94,100,0.0,27.05,57.3,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:52.879723,27.6,279.9,23.1,279.9,94,100,0.0,27.04,57.4,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
2023-03-06 14:22:53.882608,27.6,279.9,23.1,279.9,94,100,0.0,27.03,57.6,27.0,3.371,3.39,26,27,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0
