time,rec-q-can.CVL.V,rec-q-can.CCL.A,rec-q-can.DVL.V,rec-q-can.DCL.A,rec-q-can.SOC.%,rec-q-can.SOH.%,rec-q-can.SOC_HR.%,rec-q-can.Battery Voltage.V,rec-q-can.Battery Current.A,rec-q-can.Battery Temp.C,rec-q-can.Min Cell Voltage.V,rec-q-can.Max Cell Voltage.V,rec-q-can.Min Temperature.C,rec-q-can.Max Temperature.C,rec-q-can.Rated Capacity.AH,rec-q-can.Remaining Capacity.AH,rec-q-can.Warning Bits.binary,rec-q-can.Alarm Bits.binary,ws-can.CVT.V,ws-can.CCT.A,ws-can.CV.V,ws-can.CC.A,ws-can.Alternator Temperature.C,ws-can.Alternator Speed.RPM,ws-can.Engine Speed.RPM,ws-can.Field Drive.%
2023-03-07 03:07:35.595387,27.6,279.9,23.1,279.9,0,0,0,26.54,-6.9,29.0,3.317,3.32,28,29,0,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:36.599459,27.6,279.9,23.1,279.9,0,0,0,26.54,-6.9,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:37.602232,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.9,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:38.604822,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:39.607941,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:40.611403,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:41.614892,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:42.618409,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:43.621249,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.8,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:44.624144,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:45.627780,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:46.631296,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:47.634962,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:48.638282,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:49.640571,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.5,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:50.643202,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.5,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:51.645975,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.5,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:52.649145,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.5,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,0,0,0,0,0,0
2023-03-07 03:07:53.652468,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.7,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,26.55,0.0,32.0,0,0,0
2023-03-07 03:07:54.654929,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.6,29.0,3.317,3.32,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,0,0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:07:55.658378,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.6,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:07:56.662310,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:07:57.665816,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:07:58.669197,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:07:59.671694,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:00.675076,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:01.678576,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:02.681790,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:03.684836,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.6,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:04.687226,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.6,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,26.4,280.0,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:05.690443,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:06.693771,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:07.696939,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:08.701703,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.4,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,32.0,32767.5,0,0
2023-03-07 03:08:09.703939,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.3,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:10.707207,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.3,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:11.710813,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.3,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:12.714305,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.3,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:13.717870,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.3,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:14.720535,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.2,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:15.723932,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:16.726774,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:17.729756,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:18.733265,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:19.736160,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:20.739579,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.2,29.0,3.317,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:21.743115,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.2,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:22.746559,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:23.749793,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.1,29.0,3.317,3.318,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,0.0,31.0,32767.5,0,0
2023-03-07 03:08:24.752936,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,1676.75,31.0,32767.5,0,0
2023-03-07 03:08:25.756158,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,1676.75,31.0,351.0,350.0,6
2023-03-07 03:08:26.759570,27.6,279.9,23.1,279.9,90,100,0.0,26.54,-6.0,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.55,1676.75,31.0,2564.0,940.0,12
2023-03-07 03:08:27.762347,27.6,279.9,23.1,279.9,90,100,0.0,26.55,-6.1,29.0,3.315,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,274.25,26.65,30.0,31.0,3663.0,1285.0,12
2023-03-07 03:08:28.764726,27.6,279.9,23.1,279.9,90,100,0.0,26.63,20.1,29.0,3.318,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.7,46.65,31.0,4249.0,1470.0,18
2023-03-07 03:08:29.767294,27.6,279.9,23.1,279.9,90,100,0.0,26.63,20.1,29.0,3.318,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.75,62.1,31.0,4498.0,1550.0,25
2023-03-07 03:08:30.769865,27.6,279.9,23.1,279.9,90,100,0.0,26.68,46.7,29.0,3.318,3.32,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.8,79.2,31.0,4572.0,1560.0,25
2023-03-07 03:08:31.773592,27.6,279.9,23.1,279.9,90,100,0.0,26.74,71.3,29.0,3.339,3.345,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,92.75,31.0,4513.0,1530.0,31
2023-03-07 03:08:32.777147,27.6,279.9,23.1,279.9,90,100,0.0,26.78,90.3,29.0,3.339,3.345,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,101.1,31.0,4366.0,1480.0,37
2023-03-07 03:08:33.780626,27.6,279.9,23.1,279.9,90,100,0.0,26.78,90.3,29.0,3.339,3.345,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,101.1,31.0,4132.0,1390.0,37
2023-03-07 03:08:34.783686,27.6,279.9,23.1,279.9,90,100,0.0,26.78,90.3,29.0,3.342,3.351,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,99.25,31.0,3897.0,1310.0,44
2023-03-07 03:08:35.786232,27.6,279.9,23.1,279.9,90,100,0.0,26.77,94.2,29.0,3.342,3.351,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,276.65,26.8,96.55,31.0,3663.0,1230.0,50
2023-03-07 03:08:36.789795,27.6,279.9,23.1,279.9,90,100,0.0,26.77,90.8,29.0,3.342,3.351,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,276.65,26.85,112.1,31.0,3443.0,1165.0,50
2023-03-07 03:08:37.793219,27.6,279.9,23.1,279.9,90,100,0.0,26.82,100.2,29.0,3.342,3.351,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,118.95,31.0,3326.0,1130.0,56
2023-03-07 03:08:38.796666,27.6,279.9,23.1,279.9,90,100,0.0,26.82,100.2,29.0,3.348,3.357,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,120.7,31.0,3267.0,1110.0,62
2023-03-07 03:08:39.799900,27.6,279.9,23.1,279.9,90,100,0.0,26.83,110.2,29.0,3.348,3.357,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,129.75,31.0,3209.0,1095.0,62
2023-03-07 03:08:40.802104,27.6,279.9,23.1,279.9,90,100,0.0,26.87,118.7,29.0,3.348,3.357,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,136.65,31.0,3209.0,1095.0,69
2023-03-07 03:08:41.804634,27.6,279.9,23.1,279.9,90,100,0.0,26.87,118.7,29.0,3.354,3.363,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.8,140.85,31.0,3209.0,1095.0,75
2023-03-07 03:08:42.807256,27.6,279.9,23.1,279.9,90,100,0.0,26.9,128.6,29.0,3.354,3.363,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.75,141.8,31.0,3209.0,1095.0,75
2023-03-07 03:08:43.810213,27.6,279.9,23.1,279.9,90,100,0.0,26.9,130.6,29.0,3.354,3.363,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.75,141.65,31.0,3209.0,1095.0,81
2023-03-07 03:08:44.813637,27.6,279.9,23.1,279.9,90,100,0.0,26.94,131.8,29.0,3.362,3.374,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,158.0,31.0,3209.0,1100.0,83
2023-03-07 03:08:45.815919,27.6,279.9,23.1,279.9,90,100,0.0,26.94,131.8,29.0,3.362,3.374,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,172.35,31.0,3370.0,1165.0,83
2023-03-07 03:08:46.819315,27.6,279.9,23.1,279.9,90,100,0.0,26.94,131.8,29.0,3.362,3.374,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.85,176.35,31.0,3590.0,1255.0,83
2023-03-07 03:08:47.822786,27.6,279.9,23.1,279.9,90,100,0.0,26.99,156.7,29.0,3.371,3.383,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,181.25,31.0,3853.0,1345.0,83
2023-03-07 03:08:48.825946,27.6,279.9,23.1,279.9,90,100,0.0,27.01,166.4,29.0,3.371,3.383,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,183.25,31.0,4117.0,1430.0,83
2023-03-07 03:08:49.829595,27.6,279.9,23.1,279.9,90,100,0.0,27.03,171.8,29.0,3.371,3.383,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.9,184.0,31.0,4337.0,1490.0,83
2023-03-07 03:08:50.831871,27.6,279.9,23.1,279.9,90,100,0.0,27.03,171.8,29.0,3.371,3.383,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.9,185.05,31.0,4498.0,1545.0,83
2023-03-07 03:08:51.835319,27.6,279.9,23.1,279.9,90,100,0.0,27.05,173.5,29.0,3.375,3.387,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.9,184.85,31.0,4586.0,1575.0,83
2023-03-07 03:08:52.839059,27.6,279.9,23.1,279.9,90,100,0.0,27.06,173.8,29.0,3.375,3.387,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.9,184.6,31.0,4689.0,1600.0,83
2023-03-07 03:08:53.842702,27.6,279.9,23.1,279.9,90,100,0.0,27.07,173.7,29.0,3.375,3.387,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,184.45,31.0,4689.0,1600.0,83
2023-03-07 03:08:54.846415,27.6,279.9,23.1,279.9,90,100,0.0,27.07,173.7,29.0,3.377,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,184.1,31.0,4689.0,1600.0,83
2023-03-07 03:08:55.848978,27.6,279.9,23.1,279.9,90,100,0.0,27.07,172.7,29.0,3.377,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,183.35,31.0,4689.0,1600.0,83
2023-03-07 03:08:56.852284,27.6,279.9,23.1,279.9,90,100,0.0,27.08,172.2,29.0,3.377,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,183.65,31.0,4689.0,1600.0,83
2023-03-07 03:08:57.855881,27.6,279.9,23.1,279.9,90,100,0.0,27.08,172.2,29.0,3.378,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,182.15,31.0,4689.0,1600.0,83
2023-03-07 03:08:58.859696,27.6,279.9,23.1,279.9,90,100,0.0,27.08,171.2,29.0,3.378,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,181.45,31.0,4689.0,1600.0,83
2023-03-07 03:08:59.863404,27.6,279.9,23.1,279.9,90,100,0.0,27.08,171.2,29.0,3.378,3.39,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,181.15,31.0,4689.0,1600.0,83
2023-03-07 03:09:00.866296,27.6,279.9,23.1,279.9,90,100,0.0,27.1,170.7,29.0,3.381,3.393,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,180.9,31.0,4689.0,1600.0,83
2023-03-07 03:09:01.869613,27.6,279.9,23.1,279.9,90,100,0.0,27.1,170.3,29.0,3.381,3.393,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,180.85,31.0,4689.0,1600.0,83
2023-03-07 03:09:02.873178,27.6,279.9,23.1,279.9,90,100,0.0,27.1,170.3,29.0,3.381,3.393,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,26.95,178.7,31.0,4645.0,1575.0,83
2023-03-07 03:09:03.876884,27.6,279.9,23.1,279.9,91,100,0.0,27.11,169.4,29.0,3.381,3.393,28,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,176.25,31.0,4586.0,1555.0,83
2023-03-07 03:09:04.880288,27.6,279.9,23.1,279.9,91,100,0.0,27.11,167.2,29.0,3.381,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,174.4,31.0,4498.0,1525.0,83
2023-03-07 03:09:05.883753,27.6,279.9,23.1,279.9,91,100,0.0,27.11,167.2,29.0,3.381,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,279.95,27.0,173.65,31.0,4410.0,1500.0,83
2023-03-07 03:09:06.886629,27.6,279.9,23.1,279.9,91,100,0.0,27.11,163.1,29.0,3.381,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,279.95,27.0,173.65,31.0,4396.0,1500.0,83
2023-03-07 03:09:07.889178,27.6,279.9,23.1,279.9,91,100,0.0,27.12,163.4,29.0,3.384,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,279.95,27.05,174.4,31.0,4381.0,1495.0,83
2023-03-07 03:09:08.891781,27.6,279.9,23.1,279.9,91,100,0.0,27.14,163.7,29.0,3.384,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,279.95,27.05,174.3,31.0,4381.0,1495.0,83
2023-03-07 03:09:09.895115,27.6,279.9,23.1,279.9,91,100,0.0,27.14,163.7,29.0,3.384,3.396,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,279.95,27.0,172.9,31.0,4381.0,1495.0,83
2023-03-07 03:09:10.903233,27.6,279.9,23.1,279.9,91,100,0.0,27.14,163.6,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,173.3,31.0,4366.0,1490.0,83
2023-03-07 03:09:11.905830,27.6,279.9,23.1,279.9,91,100,0.0,27.14,161.8,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.1,171.0,31.0,4322.0,1465.0,83
2023-03-07 03:09:12.909307,27.6,279.9,23.1,279.9,91,100,0.0,27.14,161.8,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,167.75,31.0,4234.0,1440.0,83
2023-03-07 03:09:13.912934,27.6,279.9,23.1,279.9,91,100,0.0,27.14,158.2,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,165.4,31.0,4161.0,1410.0,83
2023-03-07 03:09:14.916788,27.6,279.9,23.1,279.9,91,100,0.0,27.13,154.3,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,164.35,31.0,4073.0,1390.0,83
2023-03-07 03:09:15.920361,27.6,279.9,23.1,279.9,91,100,0.0,27.13,154.3,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,163.15,31.0,4073.0,1385.0,83
2023-03-07 03:09:16.922956,27.6,279.9,23.1,279.9,91,100,0.0,27.14,153.3,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,164.1,31.0,4029.0,1375.0,83
2023-03-07 03:09:17.926370,27.6,279.9,23.1,279.9,91,100,0.0,27.14,153.3,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.0,165.0,31.0,4029.0,1375.0,83
2023-03-07 03:09:18.929840,27.6,279.9,23.1,279.9,91,100,0.0,27.14,153.0,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.05,164.35,31.0,4029.0,1375.0,83
2023-03-07 03:09:19.932692,27.6,279.9,23.1,279.9,91,100,0.0,27.15,153.6,29.0,3.387,3.399,29,29,560,555,00000000 10101000 10000010 00001010,10101000 10100000 10001010 00000000,27.6,280.0,27.05,163.35,31.0,4029.0,1375.0,83
